"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-01","58","72","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-02","57",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-03","57","74",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-04","58","72","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-05","56",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-06","59",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-07","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-08","60",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-09","57","82",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-10","57",,"39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-11","60",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-12","57",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-13","55",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-14","57",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-15","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-16","54",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-17","51",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-18","52","63",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-19","58",,"51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-20","59",,"52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-21","55","71",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-22","56",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-23","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-24","60","69","54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-25","58",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-26","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-27","60","78",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-28","56","78","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-29","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-04-30","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-01","59",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-02","61",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-03","59",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-04","61",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-05","58","82",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-06","56","78","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-07","59",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-08","58",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-09","60","70",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-10","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-11","54",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-12","54","64",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-13","54",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-14","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-15","53","69",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-16","56",,"50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-17","53",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-18","51","63",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-19","50",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-20","52","62","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-21","54",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-22","52",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-23","54",,"50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-24","49",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-25","48",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-26","50","69","42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-27","51","57","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-28","49","54",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-29","46",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-30","45",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-05-31","47",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-01","47","67","35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-02","48","67",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-03","49",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-04","49","59","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-05","45",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-06","44",,"30"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-07","47","60",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-08","45","54",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-09","51",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-10","53",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-11","54",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-12","56","64",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-13","56","62",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-14","51","61","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-15","53",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-16","55",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-17","56",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-18","55",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-19","52",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-20","52",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-21","53","62","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-22","46",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-23","45","54","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-24","42",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-25","45",,"31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-26","45","61",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-27","43",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-28","42",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-29","42",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-06-30","42",,"29"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-01","45",,"31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-02","47",,"32"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-03","49","69",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-04","46","67","32"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-05","42",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-06","40","51","31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-07","42",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-08","45","52","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-09","51",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-10","51","65","43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-11","52","67","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-12","50","60","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-13","45",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-14","48","60",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-15","47",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-16","44",,"39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-17","44",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-18","45",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-19","47","58","43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-20","44",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-21","50",,"34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-22","50",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-23","51","73",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-24","52",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-25","51","72",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-26","50",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-27","49",,"34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-28","46",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-29","49",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-30","48",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-07-31","51",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-01","52","70","37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-02","51","66",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-03","49",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-04","49",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-05","52",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-06","50","64",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-07","52",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-08","52",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-09","48",,"39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-10","49","57",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-11","47",,"31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-12","47","61","41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-13","46",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-14","49",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-15","50",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-16","45","60",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-17","50",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-18","47",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-19","45","61",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-20","47",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-21","50",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-22","50","56",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-23","51",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-24","51",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-25","54",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-26","56",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-27","54","70","41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-28","55",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-29","56",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-30","54",,"50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-08-31","50",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-01","54","65","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-02","49","61",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-03","47",,"31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-04","51",,"32"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-05","53","77","41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-06","53",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-07","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-08","59",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-09","60","79",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-10","57","78",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-11","54","76","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-12","54","64","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-13","51",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-14","46","61","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-15","48",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-16","49","58","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-17","48",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-18","50",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-19","51",,"34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-20","56","70",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-21","56",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-22","55",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-23","51","68",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-24","51",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-25","53","64",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-26","52",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-27","48","69",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-28","50",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-29","55",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-09-30","55","67",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-01","53","66","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-02","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-03","63",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-04","60","78",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-05","57","64",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-06","57",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-07","60",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-08","59",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-09","59",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-10","63",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-11","63",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-12","67","83","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-13","59","81",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-14","59",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-15","57","71","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-16","58",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-17","59",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-18","59","80",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-19","60",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-20","60","75","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-21","64",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-22","66",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-23","68",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-24","65","90",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-25","62","82",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-26","58","83",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-27","60","71","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-28","63",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-29","60","76",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-30","55","68",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-10-31","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-01","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-02","56","69",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-03","56",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-04","58","72","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-05","61",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-06","64",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-07","55","84",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-08","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-09","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-10","65",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-11","70","92","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-12","68","90","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-13","66","87",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-14","58","80",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-15","63",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-16","62","79","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-17","57","76",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-18","57",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-19","60",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-20","64","82","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-21","64",,"51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-22","66",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-23","66","84","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-24","58","79",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-25","58",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-26","56","75","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-27","56","64","52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-28","57",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-29","64",,"55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-11-30","65","78","57"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-01","61","76",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-02","67",,"51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-03","71",,"54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-04","69","85",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-05","72",,"58"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-06","72",,"56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-07","72",,"52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-08","71",,"55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-09","66","83","52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-10","69",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-11","73","88","54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-12","67","89","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-13","64","86",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-14","65",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-15","67","82","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-16","69",,"50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-17","72",,"54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-18","68","88","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-19","65","83","52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-20","69",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-21","72",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-22","73","91",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-23","70","90",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-24","68",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-25","71",,"55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-26","69","86","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-27","70",,"56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-28","73",,"56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-29","74",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-30","75",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1986-12-31","70","89","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-01","69",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-02","67","86",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-03","68",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-04","67",,"51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-05","69",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-06","68","87","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-07","66",,"50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-08","70",,"55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-09","64","83",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-10","69",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","1987-01-11","70","88",
