"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-14","64","91",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-15","67",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-16","67",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-17","69",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-18","66","87","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-19","63","80","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-20","63","77","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-21","66",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-22","66","87","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-23","69",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-24","69","93","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-25","67","87","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-26","65","83","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-27","67","81","52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-02-28","67",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-01","67","82","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-02","67",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-03","70",,"50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-04","65","88","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-05","62","79","56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-06","66",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-07","65","90","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-08","64",,"55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-09","67",,"55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-10","67",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-11","69","86","54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-12","64","81","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-13","65",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-14","60","83","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-15","64",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-16","69",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-17","69","91","52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-18","64","85","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-19","60","78",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-20","62",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-21","67","86","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-22","62","84",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-23","61","79",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-24","65",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-25","67",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-26","67","85","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-27","63","82","54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-28","66",,"58"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-29","64","79","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-30","61","80",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-03-31","62",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-01","61","81","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-02","55","76","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-03","57",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-04","63",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-05","66",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-06","63",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-07","66","85","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-08","64","85","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-09","65",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-10","65",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-11","65","90","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-12","63","86","43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-13","58",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-14","54","78",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-15","53",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-16","52","63","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-17","56",,"53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-18","56",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-19","57",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-20","56","76","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-21","60","74","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-22","58",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-23","58","72","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-24","56","70","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-25","58","71","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-26","52","68","36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-27","52",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-28","53",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-29","54","70","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-04-30","53",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-01","55",,"36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-02","58",,"36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-03","56","85","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-04","58","74","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-05","56",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-06","58",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-07","55","82",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-08","50",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-09","46","58",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-10","51",,"36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-11","48",,"30"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-12","49","67","32"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-13","49","67","36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-14","48",,"31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-15","48",,"30"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-16","47","64","31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-17","45","63",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-18","42","62",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-19","45",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-20","50",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-21","52","65","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-22","54",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-23","49",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-24","50",,"34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-25","50","70",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-26","49",,"31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-27","51",,"34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-28","53","72","35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-29","52","73","42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-30","48","62","42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-05-31","49",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-01","49","68","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-02","52","64",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-03","46",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-04","45","66","34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-05","50","53","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-06","52",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-07","51",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-08","55",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-09","55","73",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-10","54",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-11","53","62","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-12","54","59","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-13","52",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-14","53",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-15","47","60","35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-16","46",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-17","46","61","36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-18","50",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-19","53",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-20","51","71","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-21","54",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-22","53","72","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-23","56","67","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-24","51",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-25","51",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-26","50","70","35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-27","50","67","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-28","50",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-29","46","66",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-06-30","44","62","42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-01","47",,"34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-02","51",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-03","51","72","42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-04","53","57","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-05","51","58","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-06","51",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-07","49","60","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-08","45","53",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-09","38",,"27"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-10","43",,"27"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-11","47",,"31"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-12","47","68",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-13","49",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-14","47","65","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-15","40",,"26"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-16","43",,"28"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-17","44","69","38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-18","45",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-19","49",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-20","47","68","38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-21","41",,"29"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-22","42","55","35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-23","39",,"26"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-24","38","54","25"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-25","40",,"25"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-26","41","61","34"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-27","44",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-28","44",,"30"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-29","46",,"28"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-30","49","75","29"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-07-31","43","71",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-01","47",,"41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-02","42",,"27"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-03","43","61",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-04","42","57","35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-05","42",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-06","39",,"25"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-07","45","60","36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-08","46",,"28"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-09","51",,"30"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-10","53",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-11","48","74","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-12","49","62",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-13","51","61","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-14","56",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-15","55",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-16","54","75","40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-17","54","76","41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-18","51",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-19","52",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-20","51","60","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-21","51",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-22","43","58","29"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-23","42",,"26"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-24","45",,"27"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-25","49",,"29"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-26","55",,"33"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-27","50","80","36"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-28","51","63","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-29","53",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-30","54","66","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-08-31","53",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-01","56",,"35"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-02","55","75","39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-03","53","69",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-04","55",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-05","52","68","44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-06","47","64","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-07","47",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-08","43",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-09","43",,"30"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-10","49",,"29"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-11","54",,"37"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-12","58",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-13","60",,"39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-14","61","80","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-15","58",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-16","63",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-17","59","78","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-18","56","73","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-19","55",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-20","55",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-21","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-22","56","72",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-24","56",,"40"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-25","56","71","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-26","55","69","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-27","54","63","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-28","56",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-29","61","80","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-09-30","58","79","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-01","58",,
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-02","60",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-03","59","76","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-04","61",,"42"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-05","65",,"43"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-06","61","86","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-07","57","74","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-08","56","67","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-09","55",,"39"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-10","63",,"48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-11","63",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-12","67",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-13","69",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-14","66","90","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-15","57","82","53"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-16","62",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-17","60","77","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-18","57",,"38"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-19","63",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-20","63",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-21","63","81","45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-22","63",,"44"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-23","60","85","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-24","56","72","41"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-25","56","69","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-26","59",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-27","62",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-28","67",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-29","67","88","49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-30","67","85","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-10-31","64",,"45"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-01","65","82","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-02","58","82","50"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-03","62",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-04","63",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-05","66",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-06","62","86",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-07","63","79","46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-08","63","78","48"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-09","67",,"47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-10","69","87","52"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-11","62","85","47"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-12","63",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-13","69",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-14","62","87",
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-15","59","73","51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-16","60","73","54"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-17","57",,"49"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-18","65",,"46"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-19","71",,"51"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-20","71","88","55"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-21","72",,"56"
"CIM00085574","ARTURO MERINO BENITEZ INTERNATIONAL, CI","2003-11-22","68","85",
